year,Jamaica,Location:Rural,Location:KMA,Location:Other Towns,Sex:Male,Sex:Female,Age:0-11 months,Age:12-23 months,Age:24-35 months,Age:36-47 months,Age:48-59 months
2012, 5.7,4.3,10.7,2.9,5.5,5.9,4.2,9.5,4.2,4.5,5.3
