year,Jamaica,Location:Rural,Location:KMA,Location:Other Towns,Sex:Male,Sex:Female,Age:0-8 years,Age:0-17 years,Age:10-19 years,Age:15-24 years,Age:25-34 years,Age:35-59 years,Age:60 years
2015,21.2,28.5,14.3,14.7,14,16.6,24.2,26.5,27.8,26.2,18.8,16.3,17.9
